,0,1,2
TCGA-5P-A9K6-01A-11D-A42J-10,4981,[140],"[4967, 1538]"
TCGA-5P-A9KH-01A-11D-A42J-10,4982,[129],"[4967, 1547]"
TCGA-A4-7287-01A-11D-2136-08,4983,[100],"[4967, 1607]"
TCGA-A4-7584-01A-11D-2136-08,4984,[24],"[4967, 1571]"
TCGA-A4-7585-01A-11D-2136-08,4985,[136],"[4967, 1538]"
TCGA-A4-7732-01A-11D-2136-08,4986,[160],"[4967, 1538]"
TCGA-A4-7996-01A-11D-2201-08,4987,[192],"[4967, 1538]"
TCGA-A4-7997-01A-11D-2201-08,4988,[0],"[4967, 1538]"
TCGA-A4-8098-01A-11D-2396-08,4989,[128],"[4967, 1538]"
TCGA-A4-8630-01A-11D-2396-08,4990,[180],"[4967, 1538]"
TCGA-A4-A5XZ-01A-11D-A31X-10,4991,[4],"[4967, 1538]"
TCGA-A4-A5Y0-01A-11D-A31X-10,4992,[216],"[4967, 1538]"
TCGA-A4-A5Y1-01A-11D-A28G-10,4993,[4],"[4967, 1538]"
TCGA-A4-A6HP-01A-11D-A31X-10,4994,[128],"[4967, 1538]"
TCGA-A4-A772-01A-11D-A33Q-10,4995,[16],"[4967, 1538]"
TCGA-AL-7173-01A-11D-2136-08,4996,[220],"[4967, 1538]"
TCGA-AT-A5NU-01A-11D-A28G-10,4997,[112],"[4967, 1538]"
TCGA-B1-5398-01A-02D-1589-08,4998,[132],"[4967, 1538]"
TCGA-B1-7332-01A-11D-2136-08,4999,[16],"[4967, 1538]"
TCGA-B1-A47N-01A-11D-A25F-10,5000,[161],"[4967, 1538]"
TCGA-B1-A656-01A-11D-A31X-10,5001,[208],"[4967, 1538]"
TCGA-B1-A657-01A-11D-A31X-10,5002,[112],"[4967, 1538]"
TCGA-B3-4104-01A-01D-1458-08,5003,[20],"[4967, 1607]"
TCGA-B9-5155-01A-01D-1589-08,5004,[0],"[4967, 1538]"
TCGA-B9-A5W7-01A-11D-A31X-10,5005,[220],"[4967, 1553]"
TCGA-B9-A5W8-01A-11D-A28G-10,5006,[37],"[4967, 1538]"
TCGA-B9-A69E-01A-11D-A31X-10,5007,[80],"[4967, 1538]"
TCGA-B9-A8YI-01A-21D-A36X-10,5008,[48],"[4967, 1538]"
TCGA-BQ-5876-01A-11D-1589-08,5009,[80],"[4967, 1538]"
TCGA-BQ-5878-01A-11D-1589-08,5010,[32],"[4967, 1607]"
TCGA-BQ-5881-01A-11D-1589-08,5011,[240],"[4967, 1538]"
TCGA-BQ-5887-01A-11D-1961-08,5012,[243],"[4967, 1538]"
TCGA-BQ-5891-01A-11D-1589-08,5013,[93],"[4967, 1538]"
TCGA-BQ-5893-01A-11D-1589-08,5014,[208],"[4967, 1538]"
TCGA-BQ-7050-01A-11D-1961-08,5015,[36],"[4967, 1538]"
TCGA-DZ-6134-01A-11D-1961-08,5016,[45],"[4967, 1538]"
TCGA-EV-5903-01A-11D-1589-08,5017,[96],"[4967, 1538]"
TCGA-F9-A4JJ-01A-11D-A25F-10,5018,[0],"[4967, 1538]"
TCGA-F9-A8NY-01A-11D-A35Z-10,5019,[200],"[4967, 1538]"
TCGA-G7-A8LD-01A-11D-A35Z-10,5020,[128],"[4967, 1538]"
TCGA-GL-8500-01A-11D-2396-08,5021,[80],"[4967, 1538]"
TCGA-GL-A59T-01A-21D-A28G-10,5022,[196],"[4967, 1538]"
TCGA-GL-A9DC-01A-11D-A36X-10,5023,[68],"[4967, 1538]"
TCGA-GL-A9DD-01A-11D-A36X-10,5024,[100],"[4967, 1538]"
TCGA-HE-A5NI-01A-11D-A26P-10,5025,[0],"[4967, 1538]"
TCGA-IA-A40U-01A-11D-A25F-10,5026,[80],"[4967, 1538]"
TCGA-IA-A83S-01A-11D-A34Z-10,5027,[240],"[4967, 1538]"
TCGA-IA-A83W-01A-11D-A34Z-10,5028,[240],"[4967, 1538]"
TCGA-IZ-8196-01A-11D-2396-08,5029,[24],"[4967, 1538]"
TCGA-IZ-A6M8-01A-11D-A31X-10,5030,[112],"[4967, 1538]"
TCGA-IZ-A6M9-01A-11D-A31X-10,5031,[200],"[4967, 1538]"
TCGA-J7-8537-01A-11D-2396-08,5032,[240],"[4967, 1547]"
TCGA-J7-A8I2-01A-12D-A35Z-10,5033,[196],"[4967, 1607]"
TCGA-KV-A74V-01A-11D-A33Q-10,5034,[140],"[4967, 1538]"
TCGA-MH-A854-01A-11D-A34Z-10,5035,[84],"[4967, 1538]"
TCGA-P4-A5E7-01A-31D-A28G-10,5036,[0],"[4967, 1571]"
TCGA-P4-A5E8-01A-11D-A28G-10,5037,[128],"[4967, 1547]"
TCGA-P4-A5EA-01A-11D-A28G-10,5038,[248],"[4967, 1538]"
TCGA-P4-A5EB-01A-11D-A28G-10,5039,[0],"[4967, 1538]"
TCGA-P4-AAVL-01A-11D-A42J-10,5040,[36],"[4967, 1538]"
TCGA-P4-AAVM-01A-11D-A42J-10,5041,[176],"[4967, 1538]"
TCGA-PJ-A5Z8-01A-11D-A28G-10,5042,[80],"[4967, 1538]"
TCGA-PJ-A5Z9-01A-11D-A28G-10,5043,[16],"[4967, 1538]"
TCGA-PJ-A8JU-01A-11D-A35Z-10,5044,[64],"[4967, 1538]"
TCGA-Q2-A5QZ-01A-11D-A28G-10,5045,[192],"[4967, 1538]"
TCGA-SX-A71R-01A-12D-A33Q-10,5046,[140],"[4967, 1547]"
TCGA-SX-A71S-01A-11D-A33Q-10,5047,[64],"[4967, 1538]"
TCGA-SX-A71V-01A-11D-A33Q-10,5048,[0],"[4967, 1538]"
TCGA-SX-A7SL-01A-11D-A34Z-10,5049,[0],"[4967, 1538]"
TCGA-SX-A7SM-01A-11D-A34Z-10,5050,[16],"[4967, 1538]"
TCGA-SX-A7SN-01A-11D-A34Z-10,5051,[64],"[4967, 1538]"
TCGA-SX-A7SO-01A-11D-A34Z-10,5052,[77],"[4967, 1538]"
TCGA-SX-A7SP-01A-11D-A34Z-10,5053,[196],"[4967, 1538]"
TCGA-SX-A7SQ-01A-12D-A35Z-10,5054,[128],"[4967, 1538]"
TCGA-SX-A7SU-01A-11D-A35Z-10,5055,[196],"[4967, 1538]"
TCGA-UZ-A9PJ-01A-11D-A382-10,5056,[208],"[4967, 1538]"
TCGA-UZ-A9PL-01A-11D-A382-10,5057,[84],"[4967, 1538]"
TCGA-UZ-A9PN-01A-11D-A382-10,5058,[192],"[4967, 1538]"
TCGA-UZ-A9PP-01A-11D-A42J-10,5059,[132],"[4967, 1547]"
TCGA-UZ-A9PS-05A-11D-A42J-10,5060,[16],"[4967, 1538]"
TCGA-UZ-A9Q1-01A-11D-A42J-10,5061,[64],"[4967, 1538]"
TCGA-V9-A7HT-01A-11D-A33Q-10,5062,[144],"[4967, 1538]"
TCGA-Y8-A896-01A-11D-A35Z-10,5063,[48],"[4967, 1538]"
TCGA-Y8-A897-01A-11D-A35Z-10,5064,[0],"[4967, 1538]"
TCGA-Y8-A8RY-01A-11D-A36X-10,5065,[160],"[4967, 1538]"
TCGA-Y8-A8RZ-01A-11D-A36X-10,5066,[1],"[4967, 1538]"
TCGA-2V-A95S-01A-11D-A36X-10,5067,[160],"[5068, 1538]"
TCGA-2Y-A9GS-01A-12D-A382-10,5069,[240],"[5068, 1538]"
TCGA-2Y-A9GT-01A-11D-A382-10,5070,[132],"[5068, 1538]"
TCGA-2Y-A9GU-01A-11D-A382-10,5071,[68],"[5068, 1538]"
TCGA-2Y-A9GV-01A-11D-A382-10,5072,[64],"[5068, 1538]"
TCGA-2Y-A9GW-01A-11D-A382-10,5073,[68],"[5068, 1538]"
TCGA-2Y-A9GX-01A-11D-A382-10,5074,[224],"[5068, 1538]"
TCGA-2Y-A9GY-01A-11D-A382-10,5075,[196],"[5068, 1538]"
TCGA-2Y-A9GZ-01A-11D-A38X-10,5076,[80],"[5068, 1538]"
TCGA-2Y-A9H0-01A-11D-A382-10,5077,[0],"[5068, 1538]"
TCGA-2Y-A9H1-01A-11D-A382-10,5078,[0],"[5068, 1538]"
TCGA-2Y-A9H2-01A-12D-A382-10,5079,[244],"[5068, 1538]"
TCGA-2Y-A9H3-01A-11D-A382-10,5080,[68],"[5068, 1538]"
TCGA-2Y-A9H4-01A-11D-A382-10,5081,[192],"[5068, 1538]"
TCGA-2Y-A9H5-01A-11D-A382-10,5082,[152],"[5068, 1538]"
TCGA-2Y-A9H6-01A-11D-A38X-10,5083,[196],"[5068, 1538]"
TCGA-2Y-A9H7-01A-11D-A38X-10,5084,[240],"[5068, 1538]"
TCGA-2Y-A9H8-01A-11D-A38X-10,5085,[112],"[5068, 1538]"
TCGA-2Y-A9H9-01A-21D-A38X-10,5086,[192],"[5068, 1538]"
TCGA-2Y-A9HA-01A-11D-A38X-10,5087,[64],"[5068, 1538]"
TCGA-2Y-A9HB-01A-11D-A38X-10,5088,[128],"[5068, 1538]"
TCGA-3K-AAZ8-01A-12D-A38X-10,5089,[136],"[5068, 1538]"
TCGA-4R-AA8I-01A-11D-A382-10,5090,[192],"[5068, 1553]"
TCGA-5C-A9VG-01A-11D-A36X-10,5091,[0],"[5068, 1538]"
TCGA-5C-A9VH-01A-11D-A36X-10,5092,[212],"[5068, 1538]"
TCGA-5C-AAPD-01A-21D-A38X-10,5093,[176],"[5068, 1538]"
TCGA-5R-AA1C-01A-11D-A40R-10,5094,[48],"[5068, 1538]"
TCGA-5R-AAAM-01A-12D-A40R-10,5095,[136],"[5068, 1538]"
TCGA-BC-4073-01B-02D-A12Z-10,5096,[0],"[5068, 1538]"
TCGA-BC-A10R-01A-11D-A12Z-10,5097,[84],"[5068, 1538]"
TCGA-BC-A10T-01A-11D-A12Z-10,5098,[128],"[5068, 1538]"
TCGA-BC-A10U-01A-11D-A12Z-10,5099,[80],"[5068, 1538]"
TCGA-BC-A10W-01A-11D-A12Z-10,5100,[96],"[5068, 1538]"
TCGA-BC-A10Y-01A-11D-A12Z-10,5101,[100],"[5068, 1538]"
TCGA-BC-A10Z-01A-11D-A12Z-10,5102,[0],"[5068, 1538]"
TCGA-BC-A5W4-01A-11D-A28X-10,5103,[48],"[5068, 1538]"
TCGA-BC-A69H-01A-11D-A30V-10,5104,[0],"[5068, 1538]"
TCGA-BC-A8YO-01A-11D-A36X-10,5105,[96],"[5068, 1538]"
TCGA-BD-A2L6-01A-11D-A20W-10,5106,[192],"[5068, 1538]"
TCGA-BD-A3EP-01A-11D-A22F-10,5107,[16],"[5068, 1538]"
TCGA-CC-5258-01A-01D-A12Z-10,5108,[80],"[5068, 1538]"
TCGA-CC-5259-01A-31D-A20W-10,5109,[0],"[5068, 1538]"
TCGA-CC-5263-01A-01D-A12Z-10,5110,[208],"[5068, 1538]"
TCGA-CC-5264-01A-01D-A12Z-10,5111,[96],"[5068, 1538]"
TCGA-CC-A123-01A-11D-A12Z-10,5112,[0],"[5068, 1538]"
TCGA-CC-A3M9-01A-11D-A20W-10,5113,[16],"[5068, 1538]"
TCGA-CC-A3MA-01A-11D-A20W-10,5114,[52],"[5068, 1538]"
TCGA-CC-A3MB-01A-11D-A20W-10,5115,[16],"[5068, 1538]"
TCGA-CC-A3MC-01A-11D-A22F-10,5116,[240],"[5068, 1538]"
TCGA-CC-A5UC-01A-11D-A28X-10,5117,[160],"[5068, 1538]"
TCGA-CC-A5UD-01A-11D-A28X-10,5118,[0],"[5068, 1547]"
TCGA-CC-A5UE-01A-11D-A28X-10,5119,[16],"[5068, 1538]"
TCGA-CC-A7IE-01A-21D-A382-10,5120,[196],"[5068, 1538]"
TCGA-CC-A7IF-01A-11D-A33K-10,5121,[160],"[5068, 1538]"
TCGA-CC-A7IG-01A-11D-A33K-10,5122,[128],"[5068, 1538]"
TCGA-CC-A7IH-01A-11D-A33K-10,5123,[0],"[5068, 1538]"
TCGA-CC-A7II-01A-11D-A33K-10,5124,[16],"[5068, 1547]"
TCGA-CC-A7IJ-01A-11D-A33Q-10,5125,[240],"[5068, 1538]"
TCGA-CC-A7IK-01A-12D-A33Q-10,5126,[0],"[5068, 1538]"
TCGA-CC-A7IL-01A-11D-A33Q-10,5127,[20],"[5068, 1538]"
TCGA-CC-A8HS-01A-11D-A35Z-10,5128,[208],"[5068, 1538]"
TCGA-CC-A8HT-01A-11D-A35Z-10,5129,[0],"[5068, 1538]"
TCGA-CC-A8HU-01A-11D-A35Z-10,5130,[64],"[5068, 1538]"
TCGA-CC-A8HV-01A-11D-A35Z-10,5131,[160],"[5068, 1538]"
TCGA-CC-A9FS-01A-11D-A36X-10,5132,[16],"[5068, 1538]"
TCGA-CC-A9FU-01A-11D-A36X-10,5133,[216],"[5068, 1538]"
TCGA-CC-A9FV-01A-11D-A36X-10,5134,[224],"[5068, 1538]"
TCGA-CC-A9FW-01A-11D-A36X-10,5135,[16],"[5068, 1538]"
TCGA-DD-A113-01A-11D-A12Z-10,5136,[0],"[5068, 1538]"
TCGA-DD-A114-01A-11D-A12Z-10,5137,[208],"[5068, 1538]"
TCGA-DD-A115-01A-11D-A12Z-10,5138,[80],"[5068, 1538]"
TCGA-DD-A116-01A-11D-A12Z-10,5139,[148],"[5068, 1538]"
TCGA-DD-A118-01A-11D-A12Z-10,5140,[208],"[5068, 1538]"
TCGA-DD-A119-01A-11D-A12Z-10,5141,[20],"[5068, 1538]"
TCGA-DD-A11A-01A-11D-A12Z-10,5142,[208],"[5068, 1538]"
TCGA-DD-A11B-01A-11D-A12Z-10,5143,[64],"[5068, 1538]"
TCGA-DD-A11C-01A-11D-A12Z-10,5144,[80],"[5068, 1538]"
TCGA-DD-A11D-01A-11D-A12Z-10,5145,[176],"[5068, 1538]"
TCGA-DD-A1E9-01A-21D-A152-10,5146,[240],"[5068, 1538]"
TCGA-DD-A1ED-01A-11D-A152-10,5147,[124],"[5068, 1538]"
TCGA-DD-A1EE-01A-11D-A12Z-10,5148,[0],"[5068, 1538]"
TCGA-DD-A1EF-01A-11D-A12Z-10,5149,[252],"[5068, 1538]"
TCGA-DD-A1EK-01A-11D-A20W-10,5150,[240],"[5068, 1538]"
TCGA-DD-A39V-01A-11D-A20W-10,5151,[96],"[5068, 1538]"
TCGA-DD-A39X-01A-11D-A20W-10,5152,[196],"[5068, 1538]"
TCGA-DD-A39Z-01A-11D-A20W-10,5153,[96],"[5068, 1538]"
TCGA-DD-A3A2-01A-11D-A20W-10,5154,[16],"[5068, 1538]"
TCGA-DD-A3A3-01A-11D-A22F-10,5155,[132],"[5068, 1538]"
TCGA-DD-A3A4-01A-11D-A22F-10,5156,[148],"[5068, 1538]"
TCGA-DD-A3A5-01A-11D-A22F-10,5157,[64],"[5068, 1538]"
TCGA-DD-A4NF-01A-11D-A27I-10,5158,[0],"[5068, 1538]"
TCGA-DD-A4NH-01A-11D-A27I-10,5159,[176],"[5068, 1538]"
TCGA-DD-A4NI-01A-11D-A27I-10,5160,[64],"[5068, 1538]"
TCGA-DD-A4NJ-01A-11D-A27I-10,5161,[84],"[5068, 1538]"
TCGA-DD-A4NK-01A-11D-A28X-10,5162,[128],"[5068, 1538]"
TCGA-DD-A4NN-01A-11D-A28X-10,5163,[132],"[5068, 1538]"
TCGA-DD-A4NO-01A-11D-A28X-10,5164,[64],"[5068, 1538]"
TCGA-DD-A4NQ-01A-21D-A28X-10,5165,[80],"[5068, 1538]"
TCGA-DD-A4NR-01A-11D-A30V-10,5166,[16],"[5068, 1538]"
TCGA-DD-A4NS-01A-11D-A30V-10,5167,[68],"[5068, 1538]"
TCGA-DD-A4NV-01A-11D-A30V-10,5168,[16],"[5068, 1538]"
TCGA-DD-A73A-01A-12D-A32G-10,5169,[200],"[5068, 1538]"
TCGA-DD-A73B-01A-12D-A32G-10,5170,[0],"[5068, 1538]"
TCGA-DD-A73C-01A-12D-A33K-10,5171,[80],"[5068, 1538]"
TCGA-DD-A73D-01A-12D-A32G-10,5172,[80],"[5068, 1538]"
TCGA-DD-A73E-01A-12D-A32G-10,5173,[0],"[5068, 1538]"
TCGA-DD-A73F-01A-11D-A32G-10,5174,[64],"[5068, 1538]"
TCGA-DD-A73G-01A-22D-A32G-10,5175,[208],"[5068, 1538]"
TCGA-DD-AA3A-01A-11D-A36X-10,5176,[128],"[5068, 1538]"
TCGA-DD-AAC8-01A-11D-A40R-10,5177,[208],"[5068, 1547]"
TCGA-DD-AAC9-01A-11D-A40R-10,5178,[192],"[5068, 1538]"
TCGA-DD-AACA-01A-11D-A40R-10,5179,[192],"[5068, 1538]"
TCGA-DD-AACB-01A-11D-A40R-10,5180,[112],"[5068, 1538]"
TCGA-DD-AACC-01A-11D-A40R-10,5181,[84],"[5068, 1538]"
TCGA-DD-AACD-01A-11D-A40R-10,5182,[72],"[5068, 1538]"
TCGA-DD-AACE-01A-11D-A40R-10,5183,[128],"[5068, 1538]"
TCGA-DD-AACF-01A-11D-A40R-10,5184,[128],"[5068, 1538]"
TCGA-DD-AACG-01A-11D-A40R-10,5185,[224],"[5068, 1538]"
TCGA-DD-AACH-01A-11D-A40R-10,5186,[192],"[5068, 1538]"
TCGA-DD-AACI-01A-11D-A40R-10,5187,[176],"[5068, 1538]"
TCGA-DD-AACJ-01A-11D-A40R-10,5188,[40],"[5068, 1538]"
TCGA-DD-AACK-01A-11D-A40R-10,5189,[0],"[5068, 1538]"
TCGA-DD-AACL-01A-11D-A40R-10,5190,[136],"[5068, 1547]"
TCGA-DD-AACM-01A-11D-A40R-10,5191,[192],"[5068, 1538]"
TCGA-DD-AACN-01A-11D-A40R-10,5192,[200],"[5068, 1538]"
TCGA-DD-AACP-01A-11D-A40R-10,5193,[96],"[5068, 1538]"
TCGA-DD-AACQ-01A-11D-A40R-10,5194,[132],"[5068, 1547]"
TCGA-DD-AACS-01A-11D-A40R-10,5195,[16],"[5068, 1538]"
TCGA-DD-AACT-01A-11D-A40R-10,5196,[0],"[5068, 1538]"
TCGA-DD-AACU-01A-11D-A40R-10,5197,[4],"[5068, 1538]"
TCGA-DD-AACV-01A-11D-A40R-10,5198,[0],"[5068, 1538]"
TCGA-DD-AACW-01A-11D-A40R-10,5199,[16],"[5068, 1538]"
TCGA-DD-AACX-01A-11D-A40R-10,5200,[84],"[5068, 1538]"
TCGA-DD-AACY-01A-11D-A40R-10,5201,[64],"[5068, 1538]"
TCGA-DD-AACZ-01A-11D-A40R-10,5202,[16],"[5068, 1538]"
TCGA-DD-AAD0-01A-11D-A40R-10,5203,[0],"[5068, 1538]"
TCGA-DD-AAD1-01A-11D-A40R-10,5204,[52],"[5068, 1538]"
TCGA-DD-AAD2-01A-11D-A40R-10,5205,[128],"[5068, 1538]"
TCGA-DD-AAD3-01A-11D-A40R-10,5206,[196],"[5068, 1538]"
TCGA-DD-AAD5-01A-11D-A40R-10,5207,[240],"[5068, 1538]"
TCGA-DD-AAD6-01A-11D-A40R-10,5208,[224],"[5068, 1538]"
TCGA-DD-AAD8-01A-11D-A40R-10,5209,[112],"[5068, 1538]"
TCGA-DD-AADA-01A-11D-A40R-10,5210,[0],"[5068, 1538]"
TCGA-DD-AADB-01A-11D-A40R-10,5211,[224],"[5068, 1538]"
TCGA-DD-AADC-01A-11D-A40R-10,5212,[64],"[5068, 1538]"
TCGA-DD-AADD-01A-11D-A40R-10,5213,[64],"[5068, 1538]"
TCGA-DD-AADE-01A-11D-A40R-10,5214,[64],"[5068, 1538]"
TCGA-DD-AADF-01A-11D-A40R-10,5215,[128],"[5068, 1538]"
TCGA-DD-AADG-01A-11D-A40R-10,5216,[208],"[5068, 1538]"
TCGA-DD-AADI-01A-11D-A40R-10,5217,[16],"[5068, 1538]"
TCGA-DD-AADJ-01A-11D-A40R-10,5218,[176],"[5068, 1538]"
TCGA-DD-AADK-01A-11D-A40R-10,5219,[128],"[5068, 1538]"
TCGA-DD-AADL-01A-11D-A40R-10,5220,[196],"[5068, 1538]"
TCGA-DD-AADM-01A-11D-A40R-10,5221,[8],"[5068, 1538]"
TCGA-DD-AADN-01A-11D-A40R-10,5222,[208],"[5068, 1538]"
TCGA-DD-AADO-01A-11D-A40R-10,5223,[128],"[5068, 1538]"
TCGA-DD-AADP-01A-11D-A38X-10,5224,[0],"[5068, 1538]"
TCGA-DD-AADQ-01A-11D-A40R-10,5225,[208],"[5068, 1538]"
TCGA-DD-AADR-01A-11D-A40R-10,5226,[64],"[5068, 1538]"
TCGA-DD-AADS-01A-11D-A40R-10,5227,[128],"[5068, 1538]"
TCGA-DD-AADU-01A-11D-A40R-10,5228,[128],"[5068, 1538]"
TCGA-DD-AADV-01A-11D-A38X-10,5229,[208],"[5068, 1538]"
TCGA-DD-AADW-01A-11D-A38X-10,5230,[20],"[5068, 1538]"
TCGA-DD-AADY-01A-11D-A40R-10,5231,[204],"[5068, 1538]"
TCGA-DD-AAE0-01A-11D-A40R-10,5232,[200],"[5068, 1538]"
TCGA-DD-AAE1-01A-11D-A40R-10,5233,[208],"[5068, 1538]"
TCGA-DD-AAE2-01A-11D-A40R-10,5234,[128],"[5068, 1538]"
TCGA-DD-AAE3-01A-11D-A40R-10,5235,[128],"[5068, 1547]"
TCGA-DD-AAE4-01A-11D-A40R-10,5236,[180],"[5068, 1538]"
TCGA-DD-AAE6-01A-11D-A40R-10,5237,[128],"[5068, 1538]"
TCGA-DD-AAE7-01A-11D-A40R-10,5238,[176],"[5068, 1538]"
TCGA-DD-AAE8-01A-11D-A40R-10,5239,[144],"[5068, 1538]"
TCGA-DD-AAE9-01A-11D-A40R-10,5240,[116],"[5068, 1538]"
TCGA-DD-AAEA-01A-11D-A40R-10,5241,[64],"[5068, 1538]"
TCGA-DD-AAEB-01A-11D-A40R-10,5242,[0],"[5068, 1538]"
TCGA-DD-AAED-01A-12D-A40R-10,5243,[192],"[5068, 1538]"
TCGA-DD-AAEE-01A-11D-A40R-10,5244,[112],"[5068, 1538]"
TCGA-DD-AAEG-01A-11D-A38X-10,5245,[0],"[5068, 1538]"
TCGA-DD-AAEH-01A-11D-A40R-10,5246,[128],"[5068, 1538]"
TCGA-DD-AAEI-01A-11D-A40R-10,5247,[160],"[5068, 1538]"
TCGA-DD-AAEK-01A-11D-A40R-10,5248,[0],"[5068, 1547]"
TCGA-DD-AAVP-01A-11D-A40R-10,5249,[0],"[5068, 1538]"
TCGA-DD-AAVQ-01A-11D-A40R-10,5250,[24],"[5068, 1538]"
TCGA-DD-AAVR-01A-11D-A40R-10,5251,[132],"[5068, 1538]"
TCGA-DD-AAVS-01A-11D-A40R-10,5252,[160],"[5068, 1538]"
TCGA-DD-AAVU-01A-11D-A40R-10,5253,[248],"[5068, 1538]"
TCGA-DD-AAVV-01A-11D-A40R-10,5254,[4],"[5068, 1538]"
TCGA-DD-AAVW-01A-11D-A40R-10,5255,[0],"[5068, 1538]"
TCGA-DD-AAVX-01A-11D-A40R-10,5256,[228],"[5068, 1538]"
TCGA-DD-AAVY-01A-11D-A40R-10,5257,[128],"[5068, 1538]"
TCGA-DD-AAVZ-01A-11D-A40R-10,5258,[220],"[5068, 1538]"
TCGA-DD-AAW0-01A-11D-A40R-10,5259,[64],"[5068, 1538]"
TCGA-DD-AAW1-01A-11D-A40P-10,5260,[8],"[5068, 1538]"
TCGA-DD-AAW2-01A-11D-A40P-10,5261,[240],"[5068, 1538]"
TCGA-DD-AAW3-01A-11D-A40P-10,5262,[176],"[5068, 1538]"
TCGA-ED-A5KG-01A-11D-A27I-10,5263,[64],"[5068, 1538]"
TCGA-ED-A66X-01A-11D-A30V-10,5264,[52],"[5068, 1538]"
TCGA-ED-A66Y-01A-11D-A30V-10,5265,[208],"[5068, 1538]"
TCGA-ED-A7PX-01A-51D-A34Z-10,5266,[81],"[5068, 1538]"
TCGA-ED-A7PY-01A-11D-A33Q-10,5267,[24],"[5068, 1538]"
TCGA-ED-A7PZ-01A-11D-A33Q-10,5268,[192],"[5068, 1538]"
TCGA-ED-A7XO-01A-11D-A34Z-10,5269,[128],"[5068, 1538]"
TCGA-ED-A7XP-01A-11D-A34Z-10,5270,[16],"[5068, 1538]"
TCGA-ED-A82E-01A-11D-A34Z-10,5271,[0],"[5068, 1538]"
TCGA-ED-A8O5-01A-11D-A35Z-10,5272,[0],"[5068, 1538]"
TCGA-ED-A8O6-01A-11D-A35Z-10,5273,[80],"[5068, 1538]"
TCGA-ED-A97K-01A-21D-A382-10,5274,[60],"[5068, 1538]"
TCGA-EP-A12J-01A-11D-A12Z-10,5275,[132],"[5068, 1538]"
TCGA-EP-A2KC-01A-11D-A20W-10,5276,[212],"[5068, 1538]"
TCGA-EP-A3JL-01A-11D-A20W-10,5277,[0],"[5068, 1538]"
TCGA-FV-A2QR-01A-11D-A20W-10,5278,[68],"[5068, 1538]"
TCGA-FV-A4ZP-01A-12D-A25V-10,5279,[84],"[5068, 1538]"
TCGA-G3-A25Z-01A-11D-A16V-10,5280,[132],"[5068, 1549]"
TCGA-G3-A3CH-01A-11D-A22F-10,5281,[16],"[5068, 1538]"
TCGA-G3-A5SJ-01A-11D-A27I-10,5282,[16],"[5068, 1538]"
TCGA-G3-A5SK-01A-11D-A27I-10,5283,[84],"[5068, 1538]"
TCGA-G3-A5SM-01A-12D-A28X-10,5284,[64],"[5068, 1538]"
TCGA-G3-A6UC-01A-21D-A33K-10,5285,[0],"[5068, 1538]"
TCGA-G3-A7M5-01A-11D-A33Q-10,5286,[68],"[5068, 1547]"
TCGA-G3-A7M6-01A-11D-A33Q-10,5287,[208],"[5068, 1538]"
TCGA-G3-A7M7-01A-12D-A34Z-10,5288,[16],"[5068, 1538]"
TCGA-G3-A7M9-01A-23D-A34Z-10,5289,[64],"[5068, 1538]"
TCGA-G3-AAUZ-01A-11D-A382-10,5290,[0],"[5068, 1538]"
TCGA-G3-AAV0-01A-11D-A36X-10,5291,[64],"[5068, 1538]"
TCGA-G3-AAV1-01A-11D-A382-10,5292,[16],"[5068, 1538]"
TCGA-G3-AAV2-01A-11D-A36X-10,5293,[152],"[5068, 1538]"
TCGA-G3-AAV3-01A-11D-A36X-10,5294,[228],"[5068, 1538]"
TCGA-G3-AAV4-01A-11D-A382-10,5295,[0],"[5068, 1538]"
TCGA-G3-AAV5-01A-11D-A36X-10,5296,[196],"[5068, 1538]"
TCGA-G3-AAV6-01A-21D-A36X-10,5297,[144],"[5068, 1538]"
TCGA-G3-AAV7-01A-11D-A382-10,5298,[16],"[5068, 1538]"
TCGA-GJ-A3OU-01A-31D-A382-10,5299,[100],"[5068, 1538]"
TCGA-GJ-A6C0-01A-12D-A30V-10,5300,[80],"[5068, 1538]"
TCGA-GJ-A9DB-01A-11D-A36X-10,5301,[32],"[5068, 1538]"
TCGA-HP-A5N0-01A-11D-A28X-10,5302,[208],"[5068, 1538]"
TCGA-K7-A5RF-01A-11D-A28X-10,5303,[176],"[5068, 1538]"
TCGA-K7-A5RG-01A-11D-A28X-10,5304,[0],"[5068, 1538]"
TCGA-K7-A6G5-01A-11D-A30V-10,5305,[192],"[5068, 1538]"
TCGA-K7-AAU7-01A-11D-A382-10,5306,[208],"[5068, 1538]"
TCGA-KR-A7K0-01A-12D-A33Q-10,5307,[16],"[5068, 1538]"
TCGA-KR-A7K2-01A-12D-A33Q-10,5308,[0],"[5068, 1538]"
TCGA-KR-A7K7-01A-11D-A33K-10,5309,[84],"[5068, 1538]"
TCGA-KR-A7K8-01A-11D-A33K-10,5310,[0],"[5068, 1538]"
TCGA-LG-A6GG-01A-11D-A30V-10,5311,[112],"[5068, 1538]"
TCGA-LG-A9QC-01A-11D-A36X-10,5312,[132],"[5068, 1538]"
TCGA-LG-A9QD-01A-11D-A382-10,5313,[208],"[5068, 1538]"
TCGA-MI-A75C-01A-11D-A32G-10,5314,[192],"[5068, 1538]"
TCGA-MI-A75E-01A-11D-A32G-10,5315,[0],"[5068, 1538]"
TCGA-MI-A75G-01A-11D-A32G-10,5316,[160],"[5068, 1538]"
